ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000135926	ENSMUSG00000006301	ENSRNOG00000014797	ENSOCUG00000005524	ENSCPOG00000001247	ENSSTOG00000029052	ENSMLUG00000004137	ENSPVAG00000017140	ENSECAG00000011922	ENSCAFG00000014636	ENSMICG00000006846	ENSOGAG00000001793	ENSGGOG00000006905
ENSG00000113732	ENSMUSG00000015575	ENSRNOG00000003269	ENSOCUG00000006174	ENSCPOG00000012190	ENSSTOG00000025255	ENSMLUG00000009804	ENSPVAG00000003251	ENSECAG00000000669	ENSCAFG00000031898	ENSMICG00000011317	ENSOGAG00000017071	ENSGGOG00000006701
ENSG00000136603	ENSMUSG00000027660	ENSRNOG00000009899	ENSOCUG00000013509	ENSCPOG00000006684	ENSSTOG00000008045	ENSMLUG00000014951	ENSPVAG00000014378	ENSECAG00000010663	ENSCAFG00000014846	ENSMICG00000017297	ENSOGAG00000008572	ENSGGOG00000026891
ENSG00000196290	ENSMUSG00000026036	ENSRNOG00000013446	ENSOCUG00000010667	ENSCPOG00000008572	ENSSTOG00000019442	ENSMLUG00000001658	ENSPVAG00000008116	ENSECAG00000020851	ENSCAFG00000012006	ENSMICG00000003372	ENSOGAG00000025311	ENSGGOG00000014060
ENSG00000164463	ENSMUSG00000048249	ENSRNOG00000020769	ENSOCUG00000000038	ENSCPOG00000014384	ENSSTOG00000004368	ENSMLUG00000000465	ENSPVAG00000003249	ENSECAG00000024559	ENSCAFG00000016798	ENSMICG00000017725	ENSOGAG00000030210	ENSGGOG00000011220
ENSG00000163581	ENSMUSG00000027690	ENSRNOG00000011875	ENSOCUG00000004587	ENSCPOG00000012055	ENSSTOG00000010407	ENSMLUG00000016201	ENSPVAG00000012552	ENSECAG00000000414	ENSCAFG00000014983	ENSMICG00000008195	ENSOGAG00000010328	ENSGGOG00000010660
ENSG00000127838	ENSMUSG00000026179	ENSRNOG00000014806	ENSOCUG00000023754	ENSCPOG00000020589	ENSSTOG00000024593	ENSMLUG00000004125	ENSPVAG00000017138	ENSECAG00000013322	ENSCAFG00000014632	ENSMICG00000006837	ENSOGAG00000001792	ENSGGOG00000006892
ENSG00000006607	ENSMUSG00000034066	ENSRNOG00000018051	ENSOCUG00000009064	ENSCPOG00000013335	ENSSTOG00000022815	ENSMLUG00000007123	ENSPVAG00000011864	ENSECAG00000008144	ENSCAFG00000012990	ENSMICG00000012071	ENSOGAG00000008540	ENSGGOG00000004259
ENSG00000013297	ENSMUSG00000037625	ENSRNOG00000010263	ENSOCUG00000005520	ENSCPOG00000011611	ENSSTOG00000008070	ENSMLUG00000014961	ENSPVAG00000014380	ENSECAG00000014828	ENSCAFG00000014851	ENSMICG00000017299	ENSOGAG00000031111	ENSGGOG00000023158
ENSG00000158186	ENSMUSG00000032470	ENSRNOG00000014060	ENSOCUG00000005929	ENSCPOG00000008120	ENSSTOG00000012534	ENSMLUG00000007927	ENSPVAG00000004770	ENSECAG00000018736	ENSCAFG00000007541	ENSMICG00000016105	ENSOGAG00000004034	ENSGGOG00000011092
ENSG00000154310	ENSMUSG00000027692	ENSRNOG00000012422	ENSOCUG00000004598	ENSCPOG00000012060	ENSSTOG00000002770	ENSMLUG00000016212	ENSPVAG00000013348	ENSECAG00000018307	ENSCAFG00000015157	ENSMICG00000008201	ENSOGAG00000010333	ENSGGOG00000007526
ENSG00000013293	ENSMUSG00000069072	ENSRNOG00000028097	ENSOCUG00000005585	ENSCPOG00000011615	ENSSTOG00000008097	ENSMLUG00000011496	ENSPVAG00000014381	ENSECAG00000014878	ENSCAFG00000014912	ENSMICG00000017302	ENSOGAG00000015167	ENSGGOG00000001456
ENSG00000115942	ENSMUSG00000026037	ENSRNOG00000012558	ENSOCUG00000010675	ENSCPOG00000004552	ENSSTOG00000009599	ENSMLUG00000001662	ENSPVAG00000008117	ENSECAG00000009270	ENSCAFG00000012060	ENSMICG00000003375	ENSOGAG00000012329	ENSGGOG00000014070
ENSG00000113734	ENSMUSG00000024191	ENSRNOG00000020753	ENSOCUG00000000040	ENSCPOG00000006752	ENSSTOG00000004393	ENSMLUG00000026529	ENSPVAG00000003247	ENSECAG00000023543	ENSCAFG00000016790	ENSMICG00000017726	ENSOGAG00000007537	ENSGGOG00000002239
ENSG00000158220	ENSMUSG00000037681	ENSRNOG00000022704	ENSOCUG00000009461	ENSCPOG00000008125	ENSSTOG00000012541	ENSMLUG00000007937	ENSPVAG00000004772	ENSECAG00000019060	ENSCAFG00000007551	ENSMICG00000016125	ENSOGAG00000004036	ENSGGOG00000003902
ENSG00000155744	ENSMUSG00000038174	ENSRNOG00000025079	ENSOCUG00000010690	ENSCPOG00000010108	ENSSTOG00000023641	ENSMLUG00000012874	ENSPVAG00000008118	ENSECAG00000014614	ENSCAFG00000012096	ENSMICG00000008160	ENSOGAG00000012336	ENSGGOG00000011964
ENSG00000113739	ENSMUSG00000020303	ENSRNOG00000020729	ENSOCUG00000007985	ENSCPOG00000015370	ENSSTOG00000004413	ENSMLUG00000016389	ENSPVAG00000003244	ENSECAG00000022263	ENSCAFG00000031727	ENSMICG00000008200	ENSOGAG00000007539	ENSGGOG00000013736
ENSG00000176946	ENSMUSG00000026279	ENSRNOG00000018351	ENSOCUG00000011164	ENSCPOG00000022107	ENSSTOG00000015998	ENSMLUG00000007192	ENSPVAG00000016841	ENSECAG00000000252	ENSCAFG00000013012	ENSMICG00000016452	ENSOGAG00000024821	ENSGGOG00000015684
ENSG00000168397	ENSMUSG00000026280	ENSRNOG00000018403	ENSOCUG00000021604	ENSCPOG00000000135	ENSSTOG00000014734	ENSMLUG00000028269	ENSPVAG00000007021	ENSECAG00000006659	ENSCAFG00000013054	ENSMICG00000013114	ENSOGAG00000025563	ENSGGOG00000001208
ENSG00000170085	ENSMUSG00000043183	ENSRNOG00000016932	ENSOCUG00000012178	ENSCPOG00000023337	ENSSTOG00000000933	ENSMLUG00000003490	ENSPVAG00000012449	ENSECAG00000009246	ENSCAFG00000016711	ENSMICG00000015305	ENSOGAG00000008279	ENSGGOG00000005493
ENSG00000075651	ENSMUSG00000027695	ENSRNOG00000028156	ENSOCUG00000014089	ENSCPOG00000010721	ENSSTOG00000010180	ENSMLUG00000003478	ENSPVAG00000013266	ENSECAG00000022638	ENSCAFG00000015246	ENSMICG00000008228	ENSOGAG00000010239	ENSGGOG00000007868
ENSG00000180902	ENSMUSG00000073609	ENSRNOG00000019012	ENSOCUG00000022982	ENSCPOG00000000007	ENSSTOG00000023380	ENSMLUG00000027975	ENSPVAG00000007025	ENSECAG00000018063	ENSCAFG00000013152	ENSMICG00000016497	ENSOGAG00000029812	ENSGGOG00000014288
ENSG00000144580	ENSMUSG00000026174	ENSRNOG00000016034	ENSOCUG00000001981	ENSCPOG00000022631	ENSSTOG00000014954	ENSMLUG00000001502	ENSPVAG00000017152	ENSECAG00000009527	ENSCAFG00000014816	ENSMICG00000005152	ENSOGAG00000004173	ENSGGOG00000011091
ENSG00000075420	ENSMUSG00000039286	ENSRNOG00000024089	ENSOCUG00000004185	ENSCPOG00000011705	ENSSTOG00000015567	ENSMLUG00000000007	ENSPVAG00000012365	ENSECAG00000019423	ENSCAFG00000015349	ENSMICG00000009672	ENSOGAG00000007902	ENSGGOG00000002990
ENSG00000051382	ENSMUSG00000032462	ENSRNOG00000016384	ENSOCUG00000004899	ENSCPOG00000000884	ENSSTOG00000001257	ENSMLUG00000000124	ENSPVAG00000005786	ENSECAG00000023941	ENSCAFG00000007579	ENSMICG00000015038	ENSOGAG00000004047	ENSGGOG00000009579
ENSG00000115556	ENSMUSG00000026173	ENSRNOG00000016361	ENSOCUG00000001986	ENSCPOG00000015123	ENSSTOG00000006406	ENSMLUG00000001505	ENSPVAG00000017153	ENSECAG00000012582	ENSCAFG00000014832	ENSMICG00000005159	ENSOGAG00000004178	ENSGGOG00000011858
ENSG00000188389	ENSMUSG00000026285	ENSRNOG00000019043	ENSOCUG00000008079	ENSCPOG00000004879	ENSSTOG00000022396	ENSMLUG00000009623	ENSPVAG00000017747	ENSECAG00000023275	ENSCAFG00000013184	ENSMICG00000007894	ENSOGAG00000006347	ENSGGOG00000014312
ENSG00000115568	ENSMUSG00000026135	ENSRNOG00000022414	ENSOCUG00000001998	ENSCPOG00000002539	ENSSTOG00000020993	ENSMLUG00000001511	ENSPVAG00000017154	ENSECAG00000017751	ENSCAFG00000014861	ENSMICG00000005168	ENSOGAG00000027693	ENSGGOG00000024718
ENSG00000113194	ENSMUSG00000025873	ENSRNOG00000017607	ENSOCUG00000014822	ENSCPOG00000009319	ENSSTOG00000005644	ENSMLUG00000005219	ENSPVAG00000017023	ENSECAG00000012970	ENSCAFG00000016684	ENSMICG00000009955	ENSOGAG00000004803	ENSGGOG00000005506
ENSG00000074582	ENSMUSG00000026172	ENSRNOG00000016754	ENSOCUG00000002003	ENSCPOG00000002544	ENSSTOG00000006465	ENSMLUG00000001520	ENSPVAG00000017155	ENSECAG00000000224	ENSCAFG00000014876	ENSMICG00000005175	ENSOGAG00000004183	ENSGGOG00000001899
ENSG00000121853	ENSMUSG00000051136	ENSRNOG00000024119	ENSOCUG00000007340	ENSCPOG00000014041	ENSSTOG00000015577	ENSMLUG00000000008	ENSPVAG00000004459	ENSECAG00000017722	ENSCAFG00000015376	ENSMICG00000001174	ENSOGAG00000033442	ENSGGOG00000024411
ENSG00000121858	ENSMUSG00000039304	ENSRNOG00000013269	ENSOCUG00000014848	ENSCPOG00000027506	ENSSTOG00000006286	ENSMLUG00000028380	ENSPVAG00000004460	ENSECAG00000019391	ENSCAFG00000015383	ENSMICG00000011008	ENSOGAG00000009094	ENSGGOG00000014549
ENSG00000144959	ENSMUSG00000027698	ENSRNOG00000013313	ENSOCUG00000005345	ENSCPOG00000004166	ENSSTOG00000006303	ENSMLUG00000013647	ENSPVAG00000007482	ENSECAG00000010106	ENSCAFG00000029357	ENSMICG00000011015	ENSOGAG00000000976	ENSGGOG00000012274
ENSG00000146083	ENSMUSG00000034928	ENSRNOG00000017641	ENSOCUG00000027661	ENSCPOG00000023346	ENSSTOG00000001940	ENSMLUG00000016585	ENSPVAG00000017024	ENSECAG00000009095	ENSCAFG00000016673	ENSMICG00000009971	ENSOGAG00000004804	ENSGGOG00000005510
ENSG00000114346	ENSMUSG00000027699	ENSRNOG00000024365	ENSOCUG00000009484	ENSCPOG00000004744	ENSSTOG00000006332	ENSMLUG00000013658	ENSPVAG00000007483	ENSECAG00000014059	ENSCAFG00000015455	ENSMICG00000011023	ENSOGAG00000003365	ENSGGOG00000008685
ENSG00000163481	ENSMUSG00000026171	ENSRNOG00000016886	ENSOCUG00000020986	ENSCPOG00000002546	ENSSTOG00000006486	ENSMLUG00000001521	ENSPVAG00000017156	ENSECAG00000009063	ENSCAFG00000014887	ENSMICG00000005179	ENSOGAG00000004184	ENSGGOG00000001901
ENSG00000074276	ENSMUSG00000034918	ENSRNOG00000017917	ENSOCUG00000011956	ENSCPOG00000026608	ENSSTOG00000001953	ENSMLUG00000016593	ENSPVAG00000017027	ENSECAG00000005816	ENSCAFG00000016657	ENSMICG00000010001	ENSOGAG00000004808	ENSGGOG00000016038
ENSG00000163482	ENSMUSG00000033276	ENSRNOG00000016913	ENSOCUG00000002008	ENSCPOG00000002553	ENSSTOG00000006509	ENSMLUG00000001524	ENSPVAG00000017158	ENSECAG00000010391	ENSCAFG00000014919	ENSMICG00000005186	ENSOGAG00000004188	ENSGGOG00000001905
ENSG00000064012	ENSMUSG00000026029	ENSRNOG00000012331	ENSOCUG00000007128	ENSCPOG00000009618	ENSSTOG00000011342	ENSMLUG00000015535	ENSPVAG00000003273	ENSECAG00000005210	ENSCAFG00000025192	ENSMICG00000004468	ENSOGAG00000010735	ENSGGOG00000000209
ENSG00000144962	ENSMUSG00000039335	ENSRNOG00000024521	ENSOCUG00000004746	ENSCPOG00000006395	ENSSTOG00000006368	ENSMLUG00000015315	ENSPVAG00000010533	ENSECAG00000012480	ENSCAFG00000015479	ENSMICG00000011040	ENSOGAG00000001358	ENSGGOG00000002411
ENSG00000169760	ENSMUSG00000063887	ENSRNOG00000032576	ENSOCUG00000009269	ENSCPOG00000005752	ENSSTOG00000009631	ENSMLUG00000003810	ENSPVAG00000001814	ENSECAG00000012940	ENSCAFG00000015518	ENSMICG00000009091	ENSOGAG00000012761	ENSGGOG00000004187
ENSG00000135912	ENSMUSG00000033257	ENSRNOG00000017129	ENSOCUG00000023236	ENSCPOG00000002562	ENSSTOG00000006562	ENSMLUG00000007509	ENSPVAG00000017160	ENSECAG00000016142	ENSCAFG00000014934	ENSMICG00000005204	ENSOGAG00000004192	ENSGGOG00000001914
ENSG00000177565	ENSMUSG00000027630	ENSRNOG00000011216	ENSOCUG00000017078	ENSCPOG00000005472	ENSSTOG00000014252	ENSMLUG00000007144	ENSPVAG00000003704	ENSECAG00000008249	ENSCAFG00000015543	ENSMICG00000001642	ENSOGAG00000006708	ENSGGOG00000009532
ENSG00000135929	ENSMUSG00000026170	ENSRNOG00000017188	ENSOCUG00000003377	ENSCPOG00000001403	ENSSTOG00000006612	ENSMLUG00000004097	ENSPVAG00000017165	ENSECAG00000019737	ENSCAFG00000014943	ENSMICG00000006999	ENSOGAG00000004196	ENSGGOG00000003243
ENSG00000115592	ENSMUSG00000006542	ENSRNOG00000017248	ENSOCUG00000003384	ENSCPOG00000025222	ENSSTOG00000006628	ENSMLUG00000004110	ENSPVAG00000017167	ENSECAG00000002430	ENSCAFG00000014957	ENSMICG00000007009	ENSOGAG00000004200	ENSGGOG00000003249
ENSG00000197584	ENSMUSG00000037610	ENSRNOG00000010094	ENSOCUG00000005494	ENSCPOG00000013955	ENSSTOG00000002726	ENSMLUG00000006514	ENSPVAG00000005032	ENSECAG00000009088	ENSCAFG00000015560	ENSMICG00000004217	ENSOGAG00000015737	ENSGGOG00000015779
ENSG00000172667	ENSMUSG00000027663	ENSRNOG00000010119	ENSOCUG00000004658	ENSCPOG00000003865	ENSSTOG00000028436	ENSMLUG00000013074	ENSPVAG00000004489	ENSECAG00000012784	ENSCAFG00000011081	ENSMICG00000009505	ENSOGAG00000003252	ENSGGOG00000009975
ENSG00000017260	ENSMUSG00000032570	ENSRNOG00000013305	ENSOCUG00000021839	ENSCPOG00000005672	ENSSTOG00000008601	ENSMLUG00000013867	ENSPVAG00000012962	ENSECAG00000023680	ENSCAFG00000006055	ENSMICG00000002455	ENSOGAG00000016100	ENSGGOG00000002535
ENSG00000145864	ENSMUSG00000007653	ENSRNOG00000003680	ENSOCUG00000010098	ENSCPOG00000015215	ENSSTOG00000003453	ENSMLUG00000004716	ENSPVAG00000015754	ENSECAG00000017133	ENSCAFG00000017251	ENSMICG00000015110	ENSOGAG00000029275	ENSGGOG00000014521
ENSG00000128641	ENSMUSG00000018417	ENSRNOG00000015227	ENSOCUG00000011060	ENSCPOG00000001980	ENSSTOG00000008283	ENSMLUG00000000058	ENSPVAG00000004739	ENSECAG00000017765	ENSCAFG00000010080	ENSMICG00000003014	ENSOGAG00000000474	ENSGGOG00000002321
ENSG00000113327	ENSMUSG00000020436	ENSRNOG00000003241	ENSOCUG00000016742	ENSCPOG00000002188	ENSSTOG00000011340	ENSMLUG00000013984	ENSPVAG00000008849	ENSECAG00000021414	ENSCAFG00000017227	ENSMICG00000012558	ENSOGAG00000010687	ENSGGOG00000010908
ENSG00000170584	ENSMUSG00000020328	ENSRNOG00000003225	ENSOCUG00000005783	ENSCPOG00000000877	ENSSTOG00000028665	ENSMLUG00000001670	ENSPVAG00000017901	ENSECAG00000018846	ENSCAFG00000017205	ENSMICG00000011197	ENSOGAG00000024929	ENSGGOG00000009933
ENSG00000137841	ENSMUSG00000040061	ENSRNOG00000008229	ENSOCUG00000006540	ENSCPOG00000013001	ENSSTOG00000024919	ENSMLUG00000008221	ENSPVAG00000005730	ENSECAG00000020647	ENSCAFG00000009036	ENSMICG00000007700	ENSOGAG00000009806	ENSGGOG00000000759
ENSG00000072571	ENSMUSG00000020330	ENSRNOG00000003202	ENSOCUG00000022126	ENSCPOG00000000878	ENSSTOG00000009441	ENSMLUG00000001674	ENSPVAG00000017900	ENSECAG00000008506	ENSCAFG00000017192	ENSMICG00000005137	ENSOGAG00000007640	ENSGGOG00000009942
ENSG00000173559	ENSMUSG00000026107	ENSRNOG00000015416	ENSOCUG00000017546	ENSCPOG00000010914	ENSSTOG00000013502	ENSMLUG00000012075	ENSPVAG00000015892	ENSECAG00000016773	ENSCAFG00000032750	ENSMICG00000000878	ENSOGAG00000013203	ENSGGOG00000001809
ENSG00000114670	ENSMUSG00000035032	ENSRNOG00000042432	ENSOCUG00000006846	ENSCPOG00000005684	ENSSTOG00000008652	ENSMLUG00000013883	ENSPVAG00000012964	ENSECAG00000015688	ENSCAFG00000006103	ENSMICG00000002470	ENSOGAG00000016116	ENSGGOG00000002547
ENSG00000128928	ENSMUSG00000027332	ENSRNOG00000009421	ENSOCUG00000008974	ENSCPOG00000021886	ENSSTOG00000014523	ENSMLUG00000009182	ENSPVAG00000001832	ENSECAG00000008165	ENSCAFG00000009116	ENSMICG00000008788	ENSOGAG00000009826	ENSGGOG00000000181
ENSG00000114686	ENSMUSG00000032563	ENSRNOG00000012650	ENSOCUG00000002951	ENSCPOG00000021216	ENSSTOG00000012804	ENSMLUG00000008515	ENSPVAG00000012966	ENSECAG00000016736	ENSCAFG00000006125	ENSMICG00000009524	ENSOGAG00000016133	ENSGGOG00000011128
ENSG00000128891	ENSMUSG00000039983	ENSRNOG00000010472	ENSOCUG00000015738	ENSCPOG00000013198	ENSSTOG00000009965	ENSMLUG00000007961	ENSPVAG00000001836	ENSECAG00000024598	ENSCAFG00000009148	ENSMICG00000008817	ENSOGAG00000009925	ENSGGOG00000021934
ENSG00000196950	ENSMUSG00000025986	ENSRNOG00000011677	ENSOCUG00000017936	ENSCPOG00000013502	ENSSTOG00000027014	ENSMLUG00000007527	ENSPVAG00000012627	ENSECAG00000006518	ENSCAFG00000010142	ENSMICG00000012402	ENSOGAG00000003077	ENSGGOG00000008154
ENSG00000148408	ENSMUSG00000004113	ENSRNOG00000004560	ENSOCUG00000012674	ENSCPOG00000004438	ENSSTOG00000004575	ENSMLUG00000028689	ENSPVAG00000011912	ENSECAG00000011838	ENSCAFG00000019380	ENSMICG00000016743	ENSOGAG00000016377	ENSGGOG00000004807
ENSG00000145934	ENSMUSG00000049336	ENSRNOG00000027341	ENSOCUG00000003576	ENSCPOG00000000985	ENSSTOG00000015076	ENSMLUG00000013724	ENSPVAG00000005758	ENSECAG00000024454	ENSCAFG00000017137	ENSMICG00000004745	ENSOGAG00000006353	ENSGGOG00000007856
ENSG00000166133	ENSMUSG00000027324	ENSRNOG00000010528	ENSOCUG00000015745	ENSCPOG00000013201	ENSSTOG00000025619	ENSMLUG00000007971	ENSPVAG00000001837	ENSECAG00000024178	ENSCAFG00000009165	ENSMICG00000008822	ENSOGAG00000004867	ENSGGOG00000006684
ENSG00000196353	ENSMUSG00000032564	ENSRNOG00000026577	ENSOCUG00000002956	ENSCPOG00000003611	ENSSTOG00000012810	ENSMLUG00000008525	ENSPVAG00000012967	ENSECAG00000019144	ENSCAFG00000006196	ENSMICG00000009533	ENSOGAG00000016140	ENSGGOG00000011136
ENSG00000129244	ENSMUSG00000041329	ENSRNOG00000011227	ENSOCUG00000002988	ENSCPOG00000014250	ENSSTOG00000019448	ENSMLUG00000024537	ENSPVAG00000016314	ENSECAG00000007919	ENSCAFG00000016703	ENSMICG00000014843	ENSOGAG00000009564	ENSGGOG00000002715
ENSG00000175104	ENSMUSG00000027164	ENSRNOG00000004639	ENSOCUG00000012011	ENSCPOG00000004507	ENSSTOG00000007303	ENSMLUG00000003605	ENSPVAG00000004727	ENSECAG00000021091	ENSCAFG00000006813	ENSMICG00000008604	ENSOGAG00000007506	ENSGGOG00000005854
ENSG00000014257	ENSMUSG00000032561	ENSRNOG00000011820	ENSOCUG00000010272	ENSCPOG00000006624	ENSSTOG00000022828	ENSMLUG00000002510	ENSPVAG00000012589	ENSECAG00000021043	ENSCAFG00000006237	ENSMICG00000009543	ENSOGAG00000015351	ENSGGOG00000012905
ENSG00000175097	ENSMUSG00000032864	ENSRNOG00000004623	ENSOCUG00000006995	ENSCPOG00000020441	ENSSTOG00000012558	ENSMLUG00000000551	ENSPVAG00000004731	ENSECAG00000021988	ENSCAFG00000006803	ENSMICG00000008616	ENSOGAG00000031605	ENSGGOG00000027505
ENSG00000137824	ENSMUSG00000070730	ENSRNOG00000011690	ENSOCUG00000016912	ENSCPOG00000014106	ENSSTOG00000021425	ENSMLUG00000014828	ENSPVAG00000001841	ENSECAG00000010848	ENSCAFG00000009237	ENSMICG00000005945	ENSOGAG00000003607	ENSGGOG00000002156
ENSG00000142687	ENSMUSG00000028830	ENSRNOG00000012204	ENSOCUG00000013172	ENSCPOG00000008350	ENSSTOG00000001767	ENSMLUG00000004024	ENSPVAG00000001867	ENSECAG00000012927	ENSCAFG00000003557	ENSMICG00000006428	ENSOGAG00000002092	ENSGGOG00000012068
ENSG00000138246	ENSMUSG00000032560	ENSRNOG00000011491	ENSOCUG00000000587	ENSCPOG00000006627	ENSSTOG00000007898	ENSMLUG00000006512	ENSPVAG00000012591	ENSECAG00000021422	ENSCAFG00000006262	ENSMICG00000006333	ENSOGAG00000015359	ENSGGOG00000009485
ENSG00000137880	ENSMUSG00000046814	ENSRNOG00000012290	ENSOCUG00000005569	ENSCPOG00000014109	ENSSTOG00000000354	ENSMLUG00000001083	ENSPVAG00000001842	ENSECAG00000007043	ENSCAFG00000029586	ENSMICG00000005950	ENSOGAG00000000526	ENSGGOG00000000050
ENSG00000141499	ENSMUSG00000041346	ENSRNOG00000010520	ENSOCUG00000025261	ENSCPOG00000002599	ENSSTOG00000002484	ENSMLUG00000016485	ENSPVAG00000016324	ENSECAG00000008294	ENSCAFG00000016722	ENSMICG00000014862	ENSOGAG00000001916	ENSGGOG00000005026
ENSG00000166140	ENSMUSG00000068580	ENSRNOG00000012528	ENSOCUG00000005582	ENSCPOG00000014113	ENSSTOG00000000359	ENSMLUG00000027153	ENSPVAG00000001844	ENSECAG00000011424	ENSCAFG00000009345	ENSMICG00000005962	ENSOGAG00000000530	ENSGGOG00000000053
ENSG00000111913	ENSMUSG00000036006	ENSRNOG00000018804	ENSOCUG00000001481	ENSCPOG00000007999	ENSSTOG00000027140	ENSMLUG00000014854	ENSPVAG00000011482	ENSECAG00000011553	ENSCAFG00000010457	ENSMICG00000014018	ENSOGAG00000004987	ENSGGOG00000014697
ENSG00000148948	ENSMUSG00000050587	ENSRNOG00000029798	ENSOCUG00000017587	ENSCPOG00000014997	ENSSTOG00000028191	ENSMLUG00000007068	ENSPVAG00000000580	ENSECAG00000022329	ENSCAFG00000006768	ENSMICG00000012131	ENSOGAG00000001283	ENSGGOG00000006776
ENSG00000071575	ENSMUSG00000020601	ENSRNOG00000004110	ENSOCUG00000003153	ENSCPOG00000011029	ENSSTOG00000002702	ENSMLUG00000003079	ENSPVAG00000007597	ENSECAG00000010405	ENSCAFG00000029053	ENSMICG00000015431	ENSOGAG00000002490	ENSGGOG00000012755
ENSG00000183914	ENSMUSG00000005237	ENSRNOG00000021356	ENSOCUG00000012688	ENSCPOG00000004386	ENSSTOG00000002487	ENSMLUG00000003331	ENSPVAG00000016329	ENSECAG00000008405	ENSCAFG00000016786	ENSMICG00000014873	ENSOGAG00000002181	ENSGGOG00000001454
ENSG00000166143	ENSMUSG00000027317	ENSRNOG00000012648	ENSOCUG00000005587	ENSCPOG00000014117	ENSSTOG00000015873	ENSMLUG00000004560	ENSPVAG00000001845	ENSECAG00000010979	ENSCAFG00000009351	ENSMICG00000005967	ENSOGAG00000000532	ENSGGOG00000006004
ENSG00000166145	ENSMUSG00000027315	ENSRNOG00000012811	ENSOCUG00000015371	ENSCPOG00000014119	ENSSTOG00000000365	ENSMLUG00000017121	ENSPVAG00000001846	ENSECAG00000023874	ENSCAFG00000009365	ENSMICG00000005969	ENSOGAG00000016234	ENSGGOG00000007202
ENSG00000052841	ENSMUSG00000027194	ENSRNOG00000010495	ENSOCUG00000014674	ENSCPOG00000013524	ENSSTOG00000009317	ENSMLUG00000013560	ENSPVAG00000009007	ENSECAG00000000753	ENSCAFG00000006730	ENSMICG00000014602	ENSOGAG00000013632	ENSGGOG00000008811
ENSG00000104142	ENSMUSG00000034216	ENSRNOG00000013689	ENSOCUG00000004889	ENSCPOG00000025781	ENSSTOG00000024382	ENSMLUG00000004550	ENSPVAG00000001848	ENSECAG00000016476	ENSCAFG00000009383	ENSMICG00000010011	ENSOGAG00000027082	ENSGGOG00000002993
ENSG00000158716	ENSMUSG00000026544	ENSRNOG00000022143	ENSOCUG00000015831	ENSCPOG00000025987	ENSSTOG00000002289	ENSMLUG00000016146	ENSPVAG00000015390	ENSECAG00000024776	ENSCAFG00000031934	ENSMICG00000016816	ENSOGAG00000010691	ENSGGOG00000014958
ENSG00000171160	ENSMUSG00000049670	ENSRNOG00000027156	ENSOCUG00000007810	ENSCPOG00000026497	ENSSTOG00000026926	ENSMLUG00000009367	ENSPVAG00000003385	ENSECAG00000008658	ENSCAFG00000009218	ENSMICG00000007717	ENSOGAG00000008789	ENSGGOG00000015242
ENSG00000128917	ENSMUSG00000027314	ENSRNOG00000014011	ENSOCUG00000010756	ENSCPOG00000011383	ENSSTOG00000003092	ENSMLUG00000004545	ENSPVAG00000001850	ENSECAG00000013434	ENSCAFG00000009401	ENSMICG00000005797	ENSOGAG00000001215	ENSGGOG00000028605
ENSG00000020129	ENSMUSG00000028833	ENSRNOG00000011751	ENSOCUG00000013183	ENSCPOG00000023962	ENSSTOG00000025477	ENSMLUG00000009374	ENSPVAG00000001868	ENSECAG00000008891	ENSCAFG00000003548	ENSMICG00000006440	ENSOGAG00000034366	ENSGGOG00000009754
ENSG00000128908	ENSMUSG00000034154	ENSRNOG00000014483	ENSOCUG00000010763	ENSCPOG00000011386	ENSSTOG00000000427	ENSMLUG00000017764	ENSPVAG00000001852	ENSECAG00000023057	ENSCAFG00000009492	ENSMICG00000005801	ENSOGAG00000008998	ENSGGOG00000013261
ENSG00000149084	ENSMUSG00000027195	ENSRNOG00000009630	ENSOCUG00000016351	ENSCPOG00000015424	ENSSTOG00000005473	ENSMLUG00000002890	ENSPVAG00000000192	ENSECAG00000010538	ENSCAFG00000006702	ENSMICG00000014632	ENSOGAG00000009102	ENSGGOG00000002003
ENSG00000167874	ENSMUSG00000045377	ENSRNOG00000009870	ENSOCUG00000017280	ENSCPOG00000004423	ENSSTOG00000001057	ENSMLUG00000025655	ENSPVAG00000016341	ENSECAG00000009956	ENSCAFG00000016820	ENSMICG00000015144	ENSOGAG00000029549	ENSGGOG00000015315
ENSG00000155256	ENSMUSG00000018820	ENSRNOG00000014903	ENSOCUG00000001352	ENSCPOG00000013283	ENSSTOG00000012103	ENSMLUG00000009377	ENSPVAG00000003389	ENSECAG00000008070	ENSCAFG00000009246	ENSMICG00000000197	ENSOGAG00000033211	ENSGGOG00000024663
ENSG00000166199	ENSMUSG00000040174	ENSRNOG00000021678	ENSOCUG00000016359	ENSCPOG00000005138	ENSSTOG00000006060	ENSMLUG00000029289	ENSPVAG00000011569	ENSECAG00000010673	ENSCAFG00000006657	ENSMICG00000014651	ENSOGAG00000009107	ENSGGOG00000001931
